Applicants MCC Licence No;Applicant Name;MCC Medicine Reg. No.;Nappi Code;ATC 4 ;Medicine Schedule;Medicine Proprietary Name;Active Ingredients;Strength;Unit;Dosage Form;Pack Size;Quantity;Manufacturer Price;Logistics Fee;VAT;SEP;Unit Price;Effective Date;Status;Originator or Generic;12 Months Volume of Sales
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;817651004;BO5BA;S3;ITN 3002 A;Amino acids;1;ZZZ;INF;1;;1 309,55;163,69;220,99;1 694,23;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;819719005;BO5BA;S3;ITN 2001 A;Amino acids;1;ZZZ;INF;1;;828,50;103,56;139,81;1 071,87;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;819751006;BO5BA;S3;ITN 1600 A;Amino acids;1;ZZZ;INF;1;;1 142,18;142,77;192,74;1 477,69;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;819867004;BO5BA;S3;ITN 2000 A;Amino acids;1;ZZZ;INF;1;;829,10;103,64;139,91;1 072,65;;;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;Z/24/59;820725013;B05XX;S3;Additrace  ;Chromium Trichloride;5,33;mcg/ml;INF;10;20;2 154,20;269,28;363,52;2 787,00;13,94;;;Originator;
;;;;;;;Ferric Chloride;0,54;mg;;;;;;;;;;;;
;;;;;;;Manganese Chloride;99;mcg;;;;;;;;;;;;
;;;;;;;Potassium Iodide;16,6;mcg;;;;;;;;;;;;
;;;;;;;Sodium Flouride;0,209;mg;;;;;;;;;;;;
;;;;;;;Sodium Molybdate;4,849;mcg;;;;;;;;;;;;
;;;;;;;Sodium Selentite Pentahydrate;10,5;mcg;;;;;;;;;;;;
;;;;;;;Copper Chloride;0,34;mg;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;Z/24/59;820725014;B05XX;S3;Additrace ;Chromium Trichloride;5,33;mcg/ml;INF;10;1;107,71;13,46;18,18;139,35;13,93;01 April 2018;;Originator;
;;;;;;;Ferric Chloride;0,54;mg;;;;;;;;;;;;
;;;;;;;Manganese Chloride;99;mcg;;;;;;;;;;;;
;;;;;;;Potassium Iodide;16,6;mcg;;;;;;;;;;;;
;;;;;;;Sodium Flouride;0,209;mg;;;;;;;;;;;;
;;;;;;;Sodium Molybdate;4,849;mcg;;;;;;;;;;;;
;;;;;;;Sodium Selentite Pentahydrate;10,5;mcg;;;;;;;;;;;;
;;;;;;;Copper Chloride;0,34;mg;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;821128019;BO5BA;S3;ITN 3019 A;Amino acids;1;ZZZ;INF;1;;1 546,50;193,31;260,97;2 000,78;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;821721003;BO5BA;S3;ITN 3004 A;Amino acids;1;ZZZ;INF;1;;1 533,45;191,68;258,77;1 983,90;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium phosphate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;3,25;g;;;;;;;;;;;;
;;;;;;;Sodium lactate;1;g;;;;;;;;;;;;
;;;;;;;Sodium lactate;1;g;;;;;;;;;;;;
;;;;;;;Sodium chloride;3,25;g;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;822116006;BO5BA;S3;ITN 1601 N;Amino acids;1;ZZZ;INF;1;;443,70;55,46;74,87;574,03;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;822124009;BO5BA;S3;ITN 1700 A;Amino acids;1;ZZZ;INF;1;;896,56;112,07;151,29;1 159,92;;;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium phosphate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;824356004;BO5BA;S3;ITN 2002 A;Amino acids;1;ZZZ;INF;1;;825,47;103,18;139,30;1 067,95;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000771;Fresenius Kabi Sa (Pty) Ltd;30/23/0073;824984005;B05BA;S3;Intramin 8.5% with Electrolytes 1000ml;Protein hydrolysates;87,5;g;INF;1000;1;442,16;55,27;74,61;572,04;0,57;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;30/23/0073;824984006;B05BA;S3;Intramin 8.5% with Electrolytes 1000ml;Protein hydrolysates;87,5;g;INF;1000;12;5 306,93;663,37;895,55;6 865,85;0,57;;;originator;
0000000185;Fresenius Kabi Sa (Pty) Ltd;29/25.2/0613;834009021;B05BA;S3;Lipovenoes 10% Plr;Refined Soya Oil;10;g;INF;100;1;219,63;27,45;37,06;284,14;2,84;01 April 2018;;Originator;
0000000185;Fresenius Kabi Sa (Pty) Ltd;29/25.2/0613;834009022;B05BA;S3;Lipovenoes 10% Plr;Refined Soya Oil;10;g;INF;100;10;2 196,30;274,54;370,63;2 841,47;2,84;;;Originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;29/24/0559;834041006;B05XA;S3;Intramed Dextrose 35% 1000ml;Glucose;350;g;INF;1000;1;129,40;16,18;21,84;167,42;0,17;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;29/24/0559;834041007;B05XA;S3;Intramed Dextrose 35% 1000ml;Glucose;350;g;INF;1000;12;1 552,80;194,10;262,04;2 008,94;0,17;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/288;834084007;B05XA;S3               ;Dextrose 5% -200ml;Glucose;5;g;INF;200;1;17,39;2,17;2,93;22,49;0,11;;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/288;834084008;B05XA;S3               ;Dextrose 5% -200ml;Glucose;5;g;INF;200;40;695,60;86,95;117,38;899,93;0,11;01 April 2018;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;C/25.2/288;834084009;B05XA;S3               ;Dextrose 5% -200ml;Glucose;5;g;INF;200;30;521,70;65,21;88,04;674,95;0,11;;;originator;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;838748007;B05BA;S3;ITN 1502 A;Amino acids;1;ZZZ;INF;1;;744,60;93,08;125,65;963,33;;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;30/20.1.1/0076;840742002;J01DB;S4;Cefazolin Fresenius 1G ;Cefazolin;1;g/10ml;INJ;2,5;10;90,50;11,31;15,27;117,08;4,68;01 April 2018;;Generic;
0000000771;Fresenius Kabi Sa (Pty) Ltd;Article 21B              N/A;842362002;BO5BA;S3;ITN 1602 A ;Amino acids;1;ZZZ;INF;1;;750,19;93,77;126,59;970,55;;;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;4,5;g;;;;;;;;;;;;
;;;;;;;Sodium chloride;4,5;g;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;Z/22.1/236;846716003;B05XC;S3;Vitalipid Novum Adult  ;Vitamin A;99;mcg;INJ;10;10;1 199,50;149,94;202,42;1 551,86;15,52;;;Originator;
;;;;;;;Vitamin D2;0,5;mcg;;;;;;;;;;;;
;;;;;;;Vitamin E;0,91;mg;;;;;;;;;;;;
;;;;;;;Vitamin K1;15;mcg;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;Z/22.1/236;846716004;B05XC;S3;Vitalipid Novum Adult  ;Vitamin A;99;mcg;INJ;10;1;119,95;14,99;20,24;155,18;15,52;01 April 2018;;Originator;
;;;;;;;Vitamin D2;0,5;mcg;;;;;;;;;;;;
;;;;;;;Vitamin E;0,91;mg;;;;;;;;;;;;
;;;;;;;Vitamin K1;15;mcg;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;30/22.1/0201;846724006;B05XC;S3;Vitalipid Novum Infant;Vitamin A;69;mcg/ml;INJ              ;10;10;1 038,70;129,84;175,28;1 343,82;13,44;;;Originator;
;;;;;;;Vitamin D2;1;mcg;;;;;;;;;;;;
;;;;;;;Vitamin E;0,64;mcg;;;;;;;;;;;;
;;;;;;;Vitamin K1;20;mcg;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;30/22.1/0201;846724007;B05XC;S3;Vitalipid Novum Infant ;Vitamin A;69;mcg/ml;INJ              ;10;1;103,87;12,98;17,53;134,38;13,44;01 April 2018;;Originator;
;;;;;;;Vitamin D2;1;mcg;;;;;;;;;;;;
;;;;;;;Vitamin E;0,64;mcg;;;;;;;;;;;;
;;;;;;;Vitamin K1;20;mcg;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;J/2.3/403;850829003;N01AF;S5;Thiopentone Sodium Fresenius 0.5G/20Ml ;Thiopental Sodium;0,5;mg/20ml;INJ;20;10;365,20;45,65;61,63;472,48;2,36;01 April 2018;;Generic;
0000000185;Fresenius Kabi Sa (Pty) Ltd;J/2.3/403;850829004;N01AF;S5;Thiopentone Sodium Fresenius 0.5G/20Ml ;Thiopental Sodium;0,5;mg/20ml;INJ;20;50;1 826,00;228,25;308,14;2 362,39;2,36;01 April 2018;;Generic;
0000000185;Fresenius Kabi Sa (Pty) Ltd;Exclusion under Section 36 & Section 14;853321019;BO5BA;S3;ITN 7001 A;Nitrogen;16,399;g;TPN;2520;1;1 801,80;225,23;304,05;2 331,08;0,93;;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;Exclusion under Section 36 & Section 14;853348006;BO5BA;S3;ITN 7002 A;Nitrogen;16,399;g;TPN;2020;1;1 704,10;213,01;287,57;2 204,68;1,09;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
;;;;;;;Zinc chloride;1;ZZZ;;;;;;;;;;;;
0000000185;Fresenius Kabi Sa (Pty) Ltd;Exclusion under Section 36 & Section 14;857580019;BO5BA;S3;ITN 6000 A;Nitrogen;12,9;g;TPN;2520;1;1 796,47;224,56;303,15;2 324,18;0,92;01 April 2018;;originator;
;;;;;;;Calcium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Calcium pantothenate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Copper sulfate;1;ZZZ;;;;;;;;;;;;
;;;;;;;Fat emulsions;1;ZZZ;;;;;;;;;;;;
;;;;;;;Glucose;1;ZZZ;;;;;;;;;;;;
;;;;;;;Iodine;1;ZZZ;;;;;;;;;;;;
;;;;;;;Magnesium (different salts in combination);1;ZZZ;;;;;;;;;;;;
;;;;;;;Manganese;1;ZZZ;;;;;;;;;;;;
;;;;;;;Nicotinamide;1;ZZZ;;;;;;;;;;;;
;;;;;;;Potassium phosphate, incl. comb. with other potassium salts;1;ZZZ;;;;;;;;;;;;
;;;;;;;Pyridoxine (vit B6);1;ZZZ;;;;;;;;;;;;
;;;;;;;Riboflavin (vit B2);1;ZZZ;;;;;;;;;;;;
;;;;;;;Selenium;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium chloride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Sodium fluoride;1;ZZZ;;;;;;;;;;;;
;;;;;;;Thiamine (vit B1);1;ZZZ;;;;;;;;;;;;
